,CF,SF,lat,lon,geo_size
1558,Santa Barbara County,California,34.7202565,-120.0628973166724,0.00028076235749996577
1559,Santa Clara County,California,37.188856,-121.7208771646602,0.00016069914300000706
1560,Santa Cruz County,California,31.529314999999997,-110.81209144121351,0.039292544653499434
1561,Santa Fe County,New Mexico,35.522577,-105.98325089088428,0.0002067595250000033
1562,Santa Isabel Municipio,Puerto Rico,17.9543045,-66.39229830451129,0.00010033172850001708
1563,Santa Rosa County,Florida,30.6591685,-87.02958188422285,0.00176341124749999
1564,Sarasota County,Florida,27.1716615,-82.30483152685164,0.0006933360809999802
1565,Saratoga County,New York,43.086674,-73.84566478110773,0.01181054182250039
1566,Sargent County,North Dakota,46.1091755,-97.63347535713163,0.17510410131
1567,Sarpy County,Nebraska,41.0927365,-96.10052818237963,0.00013015914199998217
1568,Sauk County,Wisconsin,43.3941845,-89.89645177373208,0.0023227705125000338
1569,Saunders County,Nebraska,41.234169,-96.63708908845351,0.0046154135209999
1570,Sawyer County,Wisconsin,45.897720500000005,-91.10961991843425,0.10835843451800033
1571,Schenectady County,New York,42.832773,-74.0444646337103,9.410929400002278e-05
1572,Schleicher County,Texas,30.8976145,-100.53902274497739,0.32025967018999957
1573,Schley County,Georgia,32.2937125,-84.31624820804373,0.017932340247499897
1574,Schoharie County,New York,42.5924435,-74.43622644889598,0.04052372118000008
1575,Schoolcraft County,Michigan,46.042145500000004,-86.17704900315948,0.19340278363449878
1576,Schuyler County,Illinois,40.13218,-90.62751593502051,0.0018560629744999958
1577,Schuylkill County,Pennsylvania,40.722675499999994,-76.15452829054826,0.007511472377999787
1578,Scioto County,Ohio,38.794784,-82.96187483441481,0.01613914692850009
1579,Scotland County,North Carolina,40.4530305,-92.148115999847,0.001889864473500047
1580,Scott County,Minnesota,34.8834705,-94.07851069510326,0.0005963099239999656
1581,Scotts Bluff County,Nebraska,41.8510495,-103.70733084457092,0.08583729821849954
1582,Screven County,Georgia,32.767292,-81.62450907046558,0.026674285770999978
1583,Scurry County,Texas,32.7480405,-100.91662495434724,0.05642467195450002
1584,Searcy County,Arkansas,35.9164545,-92.67954575414191,0.05132091263899998
1585,Sebastian County,Arkansas,35.191119,-94.23423231162553,0.012296716326499943
1586,Sedgwick County,Kansas,37.693464000000006,-97.4802302767865,0.0002698216414999745
1587,Seminole County,Georgia,28.7448325,-81.23941321840425,0.031809775763999966
1588,Seneca County,Ohio,41.12464,-83.12788470615311,0.030647157944000105
1589,Sequatchie County,Tennessee,35.357250500000006,-85.36865349122806,0.026729819007499756
1590,Sequoyah County,Oklahoma,35.465045,-94.75262260851075,0.0015438627589999846
1591,Sevier County,Utah,38.774539,-111.76369007523041,0.14248625687499988
1592,Seward County,Kansas,40.872462,-97.13941198215306,0.16297558949450042
1593,Shackelford County,Texas,32.7360125,-99.35397886256445,0.22812247412499978
1594,Shannon County,South Dakota,43.353214,-102.55554567531871,0.3582704875184996
1595,Sharkey County,Mississippi,32.879746499999996,-90.82127771296297,0.0004881301604999587
1596,Sharp County,Arkansas,36.193625499999996,-91.51273254386996,0.029746851799000155
1597,Shasta County,California,40.7347415,-122.01786177896419,0.0003879709299999564
1598,Shawano County,Wisconsin,44.807055000000005,-88.73730288623904,0.0015177187935000015
1599,Shawnee County,Kansas,39.043088,-95.72409355497686,0.00027905912999999033
1600,Sheboygan County,Wisconsin,43.718486,-87.63870099545284,0.004518801976499926
1601,Shelby County,Ohio,31.774628999999997,-94.1270748429589,0.015079347686999804
1602,Shenandoah County,Virginia,38.853808,-78.58692359750734,0.013906164132499952
1603,Sherburne County,Minnesota,45.402956,-93.75788478527188,0.00795569140850002
1604,Sheridan County,Kansas,44.778974,-106.90321194898219,0.23581312126250026
1605,Sherman County,Oregon,39.351297,-101.71985891503338,0.2474142876429984
1606,Shiawassee County,Michigan,42.9543625,-84.14777242212816,0.018645609329500126
1607,Shoshone County,Idaho,47.501153,-116.01021024658704,0.043290240530999995
1608,Sibley County,Minnesota,44.5868705,-94.26608704949311,0.058653606088
1609,Sierra County,New Mexico,33.042679,-107.10911718737884,0.0009166510939999585
1610,Silver Bow County,Montana,45.9052255,-112.6903634375,0.0005532182920000056
1611,Simpson County,Kentucky,31.9014605,-89.90779556460576,0.016860658420000053
1612,Sioux County,Nebraska,46.186398,-100.897719575,0.5862988839455016
1613,Siskiyou County,California,41.5004165,-122.54436850844391,0.07744726149000015
1614,Sitka City and Borough,Alaska,57.079614,-135.31268052341971,1.8430740153395038
1615,Skagit County,Washington,48.476898000000006,-121.90887112426901,0.007514455365500123
1616,Skagway Municipality,Alaska,59.572165999999996,-135.31098350936824,0.19078766826900137
1617,Skamania County,Washington,45.968276,-121.92921629491968,0.04038314613999993
1618,Slope County,North Dakota,46.4542325,-103.48530785652389,0.36969272562200023
1619,Smith County,Kansas,39.7851515,-98.78532022499282,0.23691410051299996
1620,Smyth County,Virginia,36.8260445,-81.51256814523222,0.036926444081499935
1621,Snohomish County,Washington,48.037388,-121.74731566097279,0.0001074270639999859
1622,Snyder County,Pennsylvania,40.762510500000005,-77.10648059201654,0.004873274070999972
1623,Socorro County,New Mexico,34.0292845,-106.82115776564478,0.016681319195999945
1624,Solano County,California,38.285486,-121.90184719999999,0.0014645961655000595
1625,Somerset County,Pennsylvania,45.5756385,-70.1259411565304,0.04857824954299998
1626,Somervell County,Texas,32.2024385,-97.78486983188276,0.0005681646165000041
1627,Sonoma County,California,38.4628855,-122.8943433118598,0.00036909871950000883
1628,Southampton County,Virginia,36.770074,-77.09662698391698,0.046600037590000115
1629,Southeast Fairbanks Census Area,Alaska,63.8667865,-143.98754089600095,8.61368999610353
1630,Spalding County,Georgia,33.2656675,-84.27005334078498,0.006593671753999923
1631,Spartanburg County,South Carolina,34.8864085,-81.9814545826305,0.003913946290499943
1632,Spencer County,Kentucky,38.0433775,-85.30685453978012,0.004886862624499948
1633,Spink County,South Dakota,44.9376765,-98.34972940992647,0.1989408147005008
1634,Spokane County,Washington,47.653486,-117.43050430020965,0.0001465132310000053
1635,Spotsylvania County,Virginia,38.1859475,-77.65495699392889,0.004672963463500007
1636,St. Bernard Parish,Louisiana,29.9151025,-89.33953941006263,0.30427036230300025
1637,St. Charles County,Missouri,38.751239999999996,-90.7275926985842,0.0005531414885000105
1638,St. Charles Parish,Louisiana,29.9611445,-90.41001075513316,0.0013893562164999738
1639,St. Clair County,Michigan,38.024261499999994,-93.78271329598982,0.010568479248500176
1640,St. Croix County,Wisconsin,45.034429,-92.45382982571324,0.009156980984500117
1641,St. Francis County,Arkansas,35.008194,-90.72382288782384,0.0015439085129999406
1642,St. Francois County,Missouri,37.85869700000001,-90.53787347923,0.01682256714799997
1643,St. Helena Parish,Louisiana,30.824467,-90.70447765351813,0.049825192319999954
1644,St. James Parish,Louisiana,30.0214845,-90.82138986783264,0.02320515138149966
1645,St. John the Baptist Parish,Louisiana,30.0912475,-90.5349407720388,0.0005647142464999561
1646,St. Johns County,Florida,29.937740499999997,-81.41611380217645,0.0006951684039999961
1647,St. Joseph County,Michigan,41.914979,-85.52639182842066,0.0006311549815000864
1648,St. Landry Parish,Louisiana,30.574672999999997,-91.98283601938722,0.00030701218849998245
1649,St. Lawrence County,New York,44.5311515,-75.16170053991905,0.054905509438499846
1650,St. Louis County,Minnesota,47.64046,-92.42848564050945,0.05235253409799978
1651,St. Louis city,Missouri,38.6531825,-90.24087604607664,9.422979350001229e-05
1652,St. Lucie County,Florida,27.3823675,-80.43532335522082,0.08609145202050002
1653,St. Martin Parish,Louisiana,30.265421,-91.77974062966538,0.007498551450000059
1654,St. Mary Parish,Louisiana,29.597707,-91.43519869503086,0.00021464793650002547
1655,St. Mary's County,Maryland,38.194859,-76.55895210098313,0.013461095066999853
1656,St. Tammany Parish,Louisiana,30.425469,-89.96205099232489,0.0011414018520000304
1657,Stafford County,Kansas,38.0429355,-98.69276595184155,0.08674303368700002
1658,Stanislaus County,California,37.6057365,-120.88705637481962,0.00045219897000007344
1659,Stanley County,South Dakota,44.475821999999994,-100.86792533862314,0.4439780459494999
1660,Stanly County,North Carolina,35.3229825,-80.24777012913395,0.012533680087999984
1661,Stanton County,Kansas,37.5658675,-101.78405629867825,0.1797147243690001
1662,Stark County,Ohio,46.8202035,-102.663983160871,0.0008376785589999007
1663,Starke County,Indiana,41.302137,-86.61667032356905,0.016251400662999946
1664,Starr County,Texas,26.510489999999997,-98.78589575234213,0.00032418660000001415
1665,Staunton city,Virginia,38.159996,-79.06243278071273,6.38716205000304e-05
1666,Ste. Genevieve County,Missouri,37.899037,-90.19737824668192,0.04958336818199986
1667,Stearns County,Minnesota,45.5284405,-94.64084614753236,0.015574780243999928
1668,Steele County,Minnesota,47.4556955,-97.72958271100919,0.05146853630800007
1669,Stephens County,Georgia,34.4854295,-97.85088490498393,0.0013655389594999603
1670,Stephenson County,Illinois,42.349652,-89.66062665450585,0.00031238269400000134
1671,Sterling County,Texas,31.8216765,-101.04515356234323,0.22785884113900048
1672,Steuben County,New York,42.2908805,-77.4184022304762,0.011549455056999745
1673,Stevens County,Minnesota,48.3965995,-117.8474975158033,0.12782238847400001
1674,Stewart County,Georgia,36.504135,-87.83215853355884,0.08449523565599994
1675,Stillwater County,Montana,45.6496845,-109.21291283806147,0.26960854598900086
1676,Stoddard County,Missouri,36.8773475,-89.973267563284,0.058663622929499996
1677,Stokes County,North Carolina,36.404236999999995,-80.23944286653057,0.012041197144000105
1678,Stone County,Missouri,30.779017500000002,-89.11296733699749,0.030225637140999673
1679,Stonewall County,Texas,33.178874,-100.25343215206026,0.23042317747649993
1680,Storey County,Nevada,39.4386325,-119.5327677400201,0.0714495802555
1681,Story County,Iowa,42.035540499999996,-93.4652108699166,0.00021141879699999866
1682,Strafford County,New Hampshire,43.326702499999996,-71.05816943000761,0.003308276880000102
1683,Stutsman County,North Dakota,46.9761735,-98.94292859480231,0.0007649262760000262
1684,Sublette County,Wyoming,42.864166499999996,-109.95598752245087,0.693451644037001
1685,Suffolk County,New York,40.922431,-72.79499199924511,0.002228156514000003
1686,Suffolk city,Virginia,36.746143000000004,-76.61123476602816,0.0001933617374999769
1687,Sullivan County,Pennsylvania,36.504153,-82.31149925,0.04844956593049953
1688,Sully County,South Dakota,44.72296,-100.1488843678847,0.3148182477849999
1689,Summers County,West Virginia,37.64861,-80.8774033415134,0.03377796584749983
1690,Summit County,Utah,40.9001345,-110.7556209375,0.00269953831950002
1691,Sumner County,Kansas,37.2384875,-97.47614242599835,0.009265053539000076
1692,Sumter County,Georgia,33.9060015,-80.34148157988044,0.03501003148050026
1693,Sunflower County,Mississippi,33.6284045,-90.5554073219634,0.0333549179235
1694,Surry County,North Carolina,36.3995995,-80.70627195847706,0.005802430918499977
1695,Susquehanna County,Pennsylvania,41.820442,-75.80098048539337,0.02972525948399986
1696,Sussex County,Delaware,38.727280500000006,-75.36293924294506,0.05542843918899949
1697,Sutter County,California,39.019944,-121.70787783714918,0.0009093838530000228
1698,Sutton County,Texas,30.499521,-100.53853599214375,0.35394733716399973
1699,Suwannee County,Florida,30.16291,-83.0132233006608,0.03274950715099988
1700,Swain County,North Carolina,35.4872485,-83.59686673530416,0.003754750515500093
1701,Sweet Grass County,Montana,45.696149,-109.8909928834385,0.5582540052049989
1702,Sweetwater County,Wyoming,41.6341515,-108.98877086759421,0.012064380919000093
1703,Swift County,Minnesota,45.2819755,-95.68625481240394,0.06283145450200016
1704,Swisher County,Texas,34.532303999999996,-101.7350189500066,0.0026028356870000462
1705,Switzerland County,Indiana,38.808383500000005,-85.01128264398594,0.02302676812699991
1706,Talbot County,Georgia,38.758528999999996,-76.22368080781646,0.03021422102999972
1707,Taliaferro County,Georgia,33.5857375,-82.85699644474639,0.049127692107499635
1708,Talladega County,Alabama,33.400095500000006,-86.14672104068367,0.00962872228249999
1709,Tallahatchie County,Mississippi,33.9297735,-90.18813091042372,0.06610946217349971
1710,Tallapoosa County,Alabama,32.8001815,-85.79777353200882,0.005488042527999958
1711,Tama County,Iowa,42.0799455,-92.53285127584087,0.053063490228500154
1712,Taney County,Missouri,36.6555375,-93.03986609285715,0.0173462634069999
1713,Tangipahoa Parish,Louisiana,30.612476,-90.40724005177847,0.04013405529499993
1714,Taos County,New Mexico,36.504345,-105.64000629932302,0.007100566971499874
1715,Tarrant County,Texas,32.7701795,-97.29167847319712,0.0004956814739999844
1716,Tate County,Mississippi,34.6633755,-89.9440789617295,0.0015937816589999807
1717,Tattnall County,Georgia,32.050978,-82.04904826846065,0.015493072763999999
1718,Taylor County,Kentucky,45.2065135,-90.48555728522251,0.023466568148000033
1719,Tazewell County,Illinois,37.1355625,-81.60573590383824,0.00152702152850003
1720,Tehama County,California,40.125204999999994,-122.21232030158069,0.000918921594000032
1721,Telfair County,Georgia,31.9639655,-82.91383657851239,0.048516977686500005
1722,Teller County,Colorado,38.889016,-105.17862219077952,0.03285808746750035
1723,Tensas Parish,Louisiana,31.9915485,-91.29953375912922,0.09520779568199986
1724,Terrebonne Parish,Louisiana,29.3822185,-90.81578347467277,0.00048224769899999124
1725,Terrell County,Georgia,30.2186995,-102.1627900043135,0.015983920114500165
1726,Terry County,Texas,33.174493,-102.33528922215629,0.21738393641300033
1727,Teton County,Wyoming,47.816698,-112.16182469657022,0.006795439422000023
1728,Texas County,Oklahoma,36.7480865,-101.49282944847059,0.00051665077749994
1729,Thayer County,Nebraska,40.176122500000005,-97.59496457165443,0.09492535661249965
1730,Thomas County,Kansas,39.351427,-101.0558936922935,0.2708169098075005
1731,Throckmorton County,Texas,33.1776635,-99.21230228530399,0.22922666213249995
1732,Thurston County,Washington,46.978106,-122.89843212257495,0.0007929082744999685
1733,Tift County,Georgia,31.461725,-83.51788191229139,0.015388109217499887
1734,Tillamook County,Oregon,45.413583,-123.75051333606311,0.007496257114499867
1735,Tillman County,Oklahoma,34.380748499999996,-98.93940995223326,0.02940806473099982
1736,Tioga County,Pennsylvania,41.771712,-77.25034505294256,0.045074097501999866
1737,Tippah County,Mississippi,34.795576499999996,-88.92067615743031,0.042271569182499975
1738,Tippecanoe County,Indiana,40.3887175,-86.89378872777712,0.009960281686999932
1739,Tipton County,Tennessee,35.5114705,-89.76055045677022,0.006652229344000017
1740,Tishomingo County,Mississippi,34.729834,-88.22426087749525,0.002136546426999993
1741,Titus County,Texas,33.1904075,-94.96893278472469,0.019743804154500163
1742,Toa Alta Municipio,Puerto Rico,18.358698500000003,-66.24597746843166,0.00011022810350000788
1743,Toa Baja Municipio,Puerto Rico,18.457760999999998,-66.1852969584287,5.473222150001994e-05
1744,Todd County,Minnesota,43.191992,-100.72095048085157,0.0626449883425003
1745,Tolland County,Connecticut,41.811308499999996,-72.31907335501975,0.0002823295835000011
1746,Tom Green County,Texas,31.3957075,-100.40230462772112,0.0005088914744999799
1747,Tompkins County,New York,42.443114,-76.47260080180979,0.0058428827759999715
1748,Tooele County,Utah,40.490015,-113.11257322423887,0.0077124405244999765
1749,Toole County,Montana,48.608399,-111.7311899849989,4.383820450006648e-05
1750,Toombs County,Georgia,32.1318005,-82.32576663873317,0.035610797138500225
1751,Torrance County,New Mexico,34.651841000000005,-105.87801509665204,0.014700373629999928
1752,Towner County,North Dakota,48.684458,-99.23169472456819,0.32943369010150003
1753,Towns County,Georgia,34.8915415,-83.72461177702704,0.008226601582499982
1754,Traill County,North Dakota,47.454972999999995,-97.1641505657079,0.15873926269150027
1755,Transylvania County,North Carolina,35.22526,-82.76969975972696,0.015987291082999944
1756,Traverse County,Minnesota,45.803737,-96.42897701154365,0.0910425783104997
1757,Travis County,Texas,30.3266895,-97.77787875299686,0.0006684326474999489
1758,Treasure County,Montana,46.176387500000004,-107.23689494879257,0.2971262944590002
1759,Trego County,Kansas,38.914539500000004,-99.87298446713321,0.2419970446930001
1760,Trempealeau County,Wisconsin,44.2890515,-91.34790943270065,0.02369763216850014
1761,Treutlen County,Georgia,32.402914,-82.54724871614667,0.027106897770499714
1762,Trigg County,Kentucky,36.8171335,-87.90405391997793,0.03215036410749995
1763,Trimble County,Kentucky,38.6149425,-85.33297258007713,0.013828671192500044
1764,Trinity County,California,40.67254,-123.14363781594757,0.15919909622049971
1765,Tripp County,South Dakota,43.381970499999994,-99.87403079982752,0.009447013339999958
1766,Troup County,Georgia,33.0459885,-85.04170602792962,0.0068055601365000174
1767,Trousdale County,Tennessee,36.391594,-86.13903967460733,0.027754019097000433
1768,Trujillo Alto Municipio,Puerto Rico,18.3370785,-66.001684856,0.00041194771400002736
1769,Trumbull County,Ohio,41.317105,-80.76123971926003,0.0009016541234999843
1770,Tucker County,West Virginia,39.117953,-79.57620872588834,0.05539493096250004
1771,Tulare County,California,36.267123,-118.82321240232417,0.0002489424590000017
1772,Tulsa County,Oklahoma,36.1397235,-96.02991097474683,0.0015713422169999142
1773,Tunica County,Mississippi,34.657861,-90.34860012958116,0.009152445939499985
1774,Tuolumne County,California,38.0335155,-119.88301045191034,7.443245649997161e-05
1775,Turner County,South Dakota,43.2909965,-97.16241246434964,0.09620680895299988
1776,Tuscaloosa County,Alabama,33.307606,-87.50006739349351,0.0001808483624999525
1777,Tuscarawas County,Ohio,40.440578,-81.48954473233609,0.006883105093500019
1778,Tuscola County,Michigan,43.524665999999996,-83.40494381078511,0.024198355604500052
1779,Twiggs County,Georgia,32.675281,-83.44283253467893,0.043024159295500124
1780,Twin Falls County,Idaho,42.4563545,-114.5535644645958,0.42012136841599873
1781,Tyler County,West Virginia,30.792656,-94.38723422222222,0.03713757959800003
1782,Tyrrell County,North Carolina,35.847226500000005,-76.19154004622754,0.1535853675775003
1783,Uinta County,Wyoming,41.2872695,-110.54774057798559,0.3179875396114999
1784,Uintah County,Utah,40.1604775,-109.51353476424649,0.7893711875290012
1785,Ulster County,New York,41.879132,-74.2027722457648,0.011029723512500013
1786,Umatilla County,Oregon,45.4979625,-118.6313756719247,0.394514470805501
1787,Unicoi County,Tennessee,36.10722,-82.47528905633612,0.0065084172624999635
1788,Union County,Ohio,36.369007499999995,-103.5248720568558,0.0240497245040001
1789,Union Parish,Louisiana,32.797833,-92.38959088161516,0.044252248947499934
1790,Upshur County,West Virginia,32.71137,-94.92736623805524,0.0018327477910000168
1791,Upson County,Georgia,32.843961,-84.29236459938203,0.006130941260000052
1792,Upton County,Texas,31.3649585,-102.04425846216216,0.20360628434699976
1793,Utah County,Utah,40.177051500000005,-111.69101335462555,0.0006055987489999516
1794,Utuado Municipio,Puerto Rico,18.250207500000002,-66.69216478384382,0.0040816327680000385
1795,Uvalde County,Texas,29.3576605,-99.76221599902249,0.0013080015714999303
1796,Val Verde County,Texas,29.763074500000002,-101.04925608941278,0.7514614490020004
1797,Valdez-Cordova Census Area,Alaska,61.470212000000004,-144.1038791874303,11.118835104436005
1798,Valencia County,New Mexico,34.697745,-106.8350577979798,0.0013493777990000152
1799,Valley County,Nebraska,48.3303985,-106.53256124675175,0.1509873455659998
1800,Van Buren County,Michigan,42.247361,-86.42568261330126,0.13099814129249907
1801,Van Wert County,Ohio,40.836315,-84.5713367952736,0.01984059721800006
1802,Van Zandt County,Texas,32.5966765,-95.83508906622517,0.003341780020999976
1803,Vance County,North Carolina,36.353673,-78.39879535311974,0.018779142676500063
1804,Vanderburgh County,Indiana,37.997294499999995,-87.57409138018502,7.440549400000116e-05
1805,Vega Alta Municipio,Puerto Rico,18.436266500000002,-66.33113296099586,0.00199375657750017
1806,Vega Baja Municipio,Puerto Rico,18.44307,-66.39466519564333,0.00026929303450001784
1807,Venango County,Pennsylvania,41.3972575,-79.73888859803125,0.023946738941499995
1808,Ventura County,California,34.447038000000006,-119.07724799583681,0.00014019261499998575
1809,Vermilion County,Illinois,40.1791705,-87.73619134925372,0.0017165687654999815
1810,Vermilion Parish,Louisiana,29.812717499999998,-92.29199850299945,0.018080311878000136
1811,Vermillion County,Indiana,39.877552,-87.45607926709401,0.00882429166100007
1812,Vernon County,Missouri,43.576688000000004,-90.77139055108043,0.06647613565949992
1813,Vernon Parish,Louisiana,31.112057,-93.18675667408799,0.00135053929350001
1814,Victoria County,Texas,28.7950145,-96.93676430600995,0.001763539169999996
1815,Vieques Municipio,Puerto Rico,18.125992,-65.42324394564169,0.042274808533000294
1816,Vigo County,Indiana,39.4335915,-87.38545596629089,0.012328771021500142
1817,Vilas County,Wisconsin,46.0781535,-89.43615981996703,0.14321239421749984
1818,Villalba Municipio,Puerto Rico,18.1299965,-66.47548224420055,0.000965643124000001
1819,Vinton County,Ohio,39.21064,-82.51528955289321,0.05555695556199993
1820,Virginia Beach city,Virginia,36.795302500000005,-76.05092508410533,0.0003591486645000014
1821,Volusia County,Florida,29.022833499999997,-81.1070824349608,0.0014520869505000203
1822,Wabash County,Illinois,40.8488825,-85.79186062948028,0.0010864185190000001
1823,Wabasha County,Minnesota,44.281155,-92.22808252965854,0.053614585419499934
1824,Wabaunsee County,Kansas,38.975796,-96.22419678565768,0.10242820439450014
1825,Wade Hampton Census Area,Alaska,62.113648999999995,-163.4726014312306,8.771805945171984
1826,Wadena County,Minnesota,46.587375,-94.96776039558321,0.06376326021099993
1827,Wagoner County,Oklahoma,35.963691499999996,-95.52018375770547,0.0005374285910000503
1828,Wahkiakum County,Washington,46.2653145,-123.34320777824044,0.0868385294604999
1829,Wake County,North Carolina,35.797616,-78.61005202082616,0.0003144984009999971
1830,Wakulla County,Florida,30.130698,-84.37228003009557,0.024750293270000064
1831,Waldo County,Maine,44.4782,-69.09255399796527,0.01925758424750029
1832,Walker County,Georgia,30.781565,-95.59303347355078,0.0019896253345000913
1833,Walla Walla County,Washington,46.303053,-118.50412321448636,0.1998775371229998
1834,Wallace County,Kansas,38.9161885,-101.76338157954362,0.24579292180700085
1835,Waller County,Texas,29.986890000000002,-95.99928110706402,0.01933690577699988
1836,Wallowa County,Oregon,45.540026,-117.12741974489288,0.33216905908700056
1837,Walsh County,North Dakota,48.368686999999994,-97.72381038625116,0.002833080266499957
1838,Walthall County,Mississippi,31.1757075,-90.14550447672059,0.0009850799589999997
1839,Walton County,Georgia,30.6037395,-86.15148880946934,0.003587323117999903
1840,Walworth County,South Dakota,45.4202905,-100.00608295135815,0.0078663787269999
1841,Wapello County,Iowa,41.0307535,-92.40957383629261,0.03925948171500016
1842,Ward County,North Dakota,48.3275565,-101.46812808174445,0.2749409796415
1843,Ware County,Georgia,31.019066000000002,-82.36553185151934,0.0006342335015000179
1844,Warren County,Ohio,41.8116805,-79.28090546397901,0.0016618178969999826
1845,Warrick County,Indiana,38.062019,-87.28476663978643,0.025540467401000334
1846,Wasatch County,Utah,40.295038000000005,-111.13412937186115,0.029346135355999788
1847,Wasco County,Oregon,45.2632665,-121.2526033197592,0.631726503428001
1848,Waseca County,Minnesota,44.022389000000004,-93.58726122175501,0.022034670802999902
1849,Washakie County,Wyoming,43.8344355,-107.66060787374786,0.6487098335179996
1850,Washburn County,Wisconsin,45.8978025,-91.7870677987832,0.04420009911799997
1851,Washington County,Minnesota,37.308527999999995,-113.47642418694187,0.000816412493500005
1852,Washington Parish,Louisiana,30.834955,-90.04312987869923,0.010203643283499986
1853,Washita County,Oklahoma,35.280883,-98.99405618440949,0.0613459339710001
1854,Washoe County,Nevada,40.581992,-119.65456483549195,0.0004933588250000061
1855,Washtenaw County,Michigan,42.2528765,-83.8375013511629,0.002583018211999862
1856,Watauga County,North Carolina,36.251385,-81.70442654633206,0.014498750302499952
1857,Watonwan County,Minnesota,43.978713,-94.61409974555252,0.04242773694899983
1858,Waukesha County,Wisconsin,43.018826000000004,-88.30439306501592,0.0038226209320000246
1859,Waupaca County,Wisconsin,44.461634000000004,-88.98013940180829,0.002561123903500063
1860,Waushara County,Wisconsin,44.113637,-89.24186025947691,0.01957058766400011
1861,Wayne County,Michigan,38.329974500000006,-110.90575833898305,0.0004825844064999376
1862,Waynesboro city,Virginia,38.065698,-78.90552138671612,0.0009309076279999345
1863,Weakley County,Tennessee,36.282347,-88.74028987761966,0.02056033123349986
1864,Webb County,Texas,27.732058,-99.28638148376416,0.0005351683344999432
1865,Weber County,Utah,41.255295000000004,-111.89477017374595,0.049327657346999246
1866,Webster County,Kentucky,33.599734,-89.2625484217248,0.032342029400000055
1867,Webster Parish,Louisiana,32.7150225,-93.31579279906477,0.0017485235775000557
1868,Weld County,Colorado,40.5013945,-104.54583771793881,0.000556609853999988
1869,Wells County,North Dakota,47.587450000000004,-99.64936301459561,0.3980404451229996
1870,West Baton Rouge Parish,Louisiana,30.490243,-91.33780472598994,0.00392382229199993
1871,West Carroll Parish,Louisiana,32.794187,-91.46707428407821,0.03568205022900014
1872,West Feliciana Parish,Louisiana,30.826722500000002,-91.38035820363856,0.06034542519849992
1873,Westchester County,New York,41.119296,-73.78853575058275,0.00015716310099998373
1874,Westmoreland County,Pennsylvania,40.360394,-79.38672342946316,0.001817013383000034
1875,Weston County,Wyoming,43.839888,-104.56839084228685,0.0124245950954999
1876,Wetzel County,West Virginia,39.5754485,-80.66000604964,0.0023065567389999528
1877,Wexford County,Michigan,44.3386085,-85.57892937007296,0.0413518808585001
1878,Wharton County,Texas,29.298503500000002,-96.22127494589407,0.004905601835000057
1879,Whatcom County,Washington,48.814701,-121.84945633506686,0.00030174030349997796
1880,Wheatland County,Montana,46.4857045,-109.8420795431793,0.4332431987735006
1881,Wheeler County,Oregon,44.6871615,-120.01971772801704,0.504667223464501
1882,White County,Illinois,35.277367,-91.76264158571429,0.04664131792299997
1883,White Pine County,Nevada,39.403101500000005,-114.97742842406191,0.009064806615999989
1884,Whiteside County,Illinois,41.757046,-89.93822695441432,0.00033123789549998456
1885,Whitfield County,Georgia,34.802023500000004,-84.9886197875,0.0026747771554999794
1886,Whitley County,Kentucky,36.7801085,-84.16358974550764,0.017916935552999957
1887,Whitman County,Washington,46.838702,-117.52133085260868,0.10683883096100036
1888,Wibaux County,Montana,47.0195425,-104.18629148244534,0.2724438375135003
1889,Wichita County,Kansas,34.022299000000004,-98.68832892547569,0.1921538004230003
1890,Wicomico County,Maryland,38.388506,-75.58151482232486,0.007365335027000013
1891,Wilbarger County,Texas,34.146865000000005,-99.21423116683283,0.0033047481525000674
1892,Wilcox County,Georgia,32.048092499999996,-87.40079854735272,0.021674301733999996
1893,Wilkes County,North Carolina,36.2178955,-81.16974470016501,0.0028480418565000293
1894,Wilkin County,Minnesota,46.326218999999995,-96.44003445635781,0.22588402515650013
1895,Wilkinson County,Georgia,31.187264499999998,-91.32420078419148,0.05618905729799978
1896,Will County,Illinois,41.465184,-87.88893156247283,0.0006074925369999725
1897,Willacy County,Texas,26.4552975,-97.59099601392899,0.01099319076700037
1898,Williams County,Ohio,48.295192,-103.43702214874253,0.02614315699100011
1899,Williamsburg County,South Carolina,33.5982125,-79.74404465602217,2.194633350003312e-05
1900,Williamsburg city,Virginia,37.2786465,-76.69380585899293,0.0007360393200000206
1901,Williamson County,Illinois,30.65365,-97.63518245717106,0.0016215673455000168
1902,Wilson County,Kansas,29.1620075,-98.08855867203248,0.06996730689750025
1903,Winchester city,Virginia,39.167953,-78.17319648904689,0.0004510638845000384
1904,Windham County,Connecticut,42.9943145,-72.73436762451416,0.011089762325000044
1905,Windsor County,Vermont,43.592344999999995,-72.54856240039841,0.007819227150000035
1906,Winkler County,Texas,31.870745499999998,-103.06272079190646,0.2061725249775003
1907,Winn Parish,Louisiana,31.9287505,-92.60039858129984,0.11314891864100028
1908,Winnebago County,Illinois,44.0684395,-88.64513199311997,0.00033875610349997726
1909,Winneshiek County,Iowa,43.2916415,-91.84255680889311,0.06379869571999995
1910,Winona County,Minnesota,44.0196555,-91.7949682268452,0.058316603976000025
1911,Winston County,Alabama,34.1467075,-87.37365776462958,0.014378765010499783
1912,Wirt County,West Virginia,39.0406155,-81.40659170233785,0.03809054494350038
